location,latitude,longitude
Puerto Inírida,3.8658312,-67.932779
Newwark,43.221178,-77.651399
"Near Reno, Nevada",39.5261206,-119.8126581
"Jersey City, New Jersey",40.7215682,-74.047455
"Amarillo, TX",35.20729,-101.8371192
"Near Krasnoyarsk, Russia",56.0091173,92.872586
"Off Barnegat, New Jersey",39.7557459,-74.2207395
"Roanoke, Virginia",37.270973,-79.9414313
Edmonton,53.5462055,-113.491241
"Bristol, TN",36.5945034,-82.1885212
Mactan Island,10.2882756,123.9723977
Key West,24.5548262,-81.8020722
Morgantown,39.6296809,-79.9559437
"Richland, Washington",46.2804298,-119.275205
Georgetown,6.8137426,-58.1624465
"Varandey, Russia",68.827538,58.07885
"Great Hallingbury, United Kingdom",51.8539954,0.1955686
"Flushing, NY",40.7654301,-73.8174291
"Pico Blanco, Costa Rica",9.8729018,-84.1488124
Chennai,13.0836939,80.270186
Krasnodar,45.0351532,38.9772396
"Off Sharm el Sheikh, Egypt",27.8644422,34.295447
"Near Flagstaff, Arizona",35.1987522,-111.651822
"Juliaca, Peru",-15.4932314,-70.1356177
New York City,40.7127281,-74.0060152
Antananarivo,-18.9100122,47.5255809
"Altenkirchen, Germany",50.6880109,7.6477412
"Kenai, Alaska",60.5544444,-151.258333
Chersky,68.7521775,161.3300407
Las Vegas,36.171697,-115.1463536
Cordova,37.8845813,-4.7760138
L'vov,38.6342463,48.6295684
Matsuyama,33.8395188,132.7653521
Toronto,43.6534817,-79.3839347
"Deauville, France",49.353753,0.0767491
Wanaka,-44.6941691,169.1364637
"Pekanbaru, Indonesia",0.5262455,101.4515727
Taisha,-2.4406358,-77.3827259
"Near Kirksville, Missouri",40.1948848,-92.5833939
"Tuzla, Romania",44.0042578,28.6375058
Pakistan,30.3308401,71.247499
Les Prevosts,49.4467422,-2.6024065
"Corsavy, France",42.4662469,2.5792263
"Jask, Iran",25.6436156,57.7745644
Condoto,5.09568,-76.5114837
Lamidanda,27.2850866,86.7269762
"El Segundo, California",33.917028,-118.4156337
Udhampur,32.911964,75.3265845
Baranquilla,8.921018,-82.2035556
"Prestwick Airport, Scotland",55.5023054,-4.5775966
"Off Copenhagen, Denmark",55.6867243,12.5700724
Malta-Luqa,35.859653,14.4892913
"Morgan City, Louisiana",29.6993748,-91.20677
"Macaé, Rio de Janeiro, Brazil",-22.2828305,-41.9649091
"Rutbah, Iraq",33.0367407,40.2876459
Moanda,-5.9282219,12.378028
Xian,38.1904931,116.1191021
"Tobu, India",26.3509982,94.9684225
"Near Albuquerque, New Mexico",35.0841034,-106.650985
Ayod,8.4248791,31.0281965
"Near Shahdad, Iran",30.4196387,57.7023666
"Shemya, AK",52.7227455,174.1003202
Koln,50.938361,6.959974
"Natchitoches, La",31.7606732,-93.0860209
"Off Annobon Island, Equatorial Guinea",-1.434384,5.6374236
Ouagadougou,12.3681873,-1.5270944
"Moosonee, Ontario",51.267071,-80.650635
"Coron Island, Philippines",11.897307,120.2382323
Paulatuk,69.3613348,-124.0745328
"Near Milton, Florida",30.6324149,-87.0396881
"Off Caracas, Venezuela",10.5060934,-66.9146008
"Near Omsukchan, Russia",62.5127643,155.7823514
Madrid - Bogota,4.561789,-74.1062406
"Ellendale, Minnesota",43.8728443,-93.3010744
"Portland, Oregon",45.5202471,-122.674194
"Near Cuiaba, Brazil",-15.5986686,-56.0991301
"Boufarik AB, Algeria",36.5755523,2.9128963
"Bathrust,",43.9753497,-79.4899634
Zeballos,49.9824012,-126.8463439
Cap May,-33.819599,19.8943919
"Atlanta, Georgia",33.7544657,-84.3898151
"Constanta, Romania",44.1767161,28.6507598
"Near Dhulikhel, Nepal",27.6176558,85.5634955
Clark - Los Angeles,18.3083741,-65.3028148
Mineralnyye Vody,44.2107377,43.134969
"Kaunakakai, Molokai",21.0809372,-157.003683
Paloich,10.4583543,32.5466093
"Marseilles, France",47.0706778,3.0029271
"Bueren, Germany",51.5525333,8.5591919
Leningrad,59.9606739,30.1586551
M'bala,14.5649976,-4.8033013
Kilo Lima,-12.1049392,-76.972927
Novorossiysk,44.7239578,37.7690711
Misurata,32.3745923,15.0905803
Iquique,-20.2140657,-70.1524646
Amritsar,31.6356659,74.8787496
"St Croix, VI",17.729124,-64.7589156
"Flims, Switzerland",46.8332439,9.2834557
Sam Neua,20.4151514,104.047364
Newcastle,54.9738474,-1.6131572
"Gerona, Spain",41.9793006,2.8199439
"Dhahran, Saudi Arabia",26.2966528,50.1202146
"Stromboli Island, Italy",38.7917963,15.2111752
Poliny,52.4220629,136.4954954
Paraparaumu,-40.9144636,175.0061963
"Gazni, Afghanistan",33.5448968,68.4132108
Naha AB,3.2418762,43.7035043
East Midlands,53.1188177,-1.2597069
Daraim,36.9111458,70.3685584
Adelaide,-34.9281805,138.5999312
Villahermosa,17.9884657,-92.9366326
"Port Etienne, Mauritania",20.9127045,-17.0503094
"Near Zumba, Ecuador",-4.8632629,-79.1307653
Isfahan,32.6707877,51.6650002
"Off Cap-Ferret, France",44.7951052,-1.1472098
Lyon - Marseille,43.3305137,5.3651253
Diego Garcia,-7.3383584,72.4718155
"Near Barki, Russia",54.0231811,43.7682914
"Fort Lauderdale, FL",26.1223084,-80.1433786
"Islip, New York",40.7300685,-73.2107266
"Bukhara, Uzbekistan",39.7759835,64.415153
Talladega,33.3967079,-86.1597137
"Springfield, Illinois",39.7990175,-89.6439575
"Sacramento, California",38.5810606,-121.493895
Nha Trang AB,51.1670605,-114.0895628
"Near Jeddah, Saudi Arabia",21.5504432,39.1742363
"Wolvertem, Belgium",50.9510266,4.3085198
"Managua, Nicaragua",12.1544035,-86.2737642
Miri,4.3940102,113.9880199
Spangdahlem,49.9833,6.68333
Victorville,34.5361067,-117.2911565
English Channel,49.9892202,-2.2384698
"Near Zonguldak, Turkey",41.250324,31.8389738
"Skopje, Macedonia",41.9961816,21.4319213
"Near Rio de Janeiro, Brazil",-22.9110137,-43.2093727
Grazzanise,41.089413,14.100324
"Georgetown, Guyana",6.8137426,-58.1624465
Maturin,9.7422774,-63.1888854
Chateaudun,48.0702298,1.3284948
"Near Adar, Russia",44.9764703,41.1476318
"Stockholm, Sweden",59.3251172,18.0710935
"Kazakh, Russia",51.1397597,58.3861293
"Allentown, PA",40.6022059,-75.4712794
Rio Branco,-9.9765362,-67.8220778
"Bogota, Colombia",4.6534109,-74.0836547
"Lake Tustumena, Alaska",60.1671081,-150.8335915
"Bangor, MA",44.8016255,-68.7713289
Vaeroy,67.6548119,12.7261792
Northern Iraq,36.3813948,43.1329532
"Uli , Nigeria",5.783333,6.866667
"Semipalatinsk, Kazakhstan",50.404377,80.2496637
Brazil,-10.3333333,-53.2
"Moriarty, New Mexico",34.9972037,-106.0494876
Calabar,4.9795999,8.3373597
Kavanayen,5.5856988,-61.7519081
San Luis Obispo,35.3540209,-120.375716
China,35.0000663,104.999955
Bamiyan,34.75,67.25
"Near Lone Pine, California",36.6049644,-118.0631279
San José,9.9325427,-84.0795782
Padang - Medan - Kuala Lumpur,3.2003676,101.6757673
"Quito, Ecuador",-0.2201641,-78.5123274
"Off Rota, Spain",36.6228636,-6.3599595
Salekhard,66.5298656,66.6146311
Cody,44.5263107,-109.056392
"Nawabshah, Pakistan",26.2452915,68.4040229
South Atlantic Ocean,-45.0,-15.0
"Bremen, Germany",53.0758196,8.8071646
"Culiacan, Mexico",24.7978965,-107.393395
Belém,-1.45056,-48.4682453
Khost,33.4014634,69.8912294
"Batavia, Java",-6.1754049,106.827168
Yakutat,59.6391781,-139.3429439
"Anzio, Italy",41.4471008,12.6285618
"Near Sao Felix do Araguaia , Brazil",-11.6170646,-50.6667246
Bombay,19.054999,72.8692035
"Shishijima, Japan",34.2709452,133.6768588
Pueblo,38.263995,-104.6141867
"Medford, Oregon",42.3264181,-122.8718605
"Columbia, SC",34.000754,-81.0352313
"Murmansk, Russia",68.970665,33.07497
"San Sebastian, Spain",43.3224219,-1.9838889
Local,38.373665,-90.6229046
"Wadi Halfa, Sudan",21.8005,31.350737
"Latakia, Syria",35.5200185,35.7781044
"Mangalore, Australia",-36.924626,145.1708314
Lyons,41.811108,-87.8232695
Paso Canoas,8.5351168,-82.843448
Lukla,60.1815946,24.9263861
"Off Fernando de Noronha, Brazil",-3.8537498,-32.4198018
"Near Katunayake, Sri Lanka",7.156773,79.8716676
"Near Osaka, Japan",34.6937569,135.5014539
"San Luis Obispo, CA",35.3540209,-120.375716
"Concord, NH",43.207178,-71.537476
"Reims, France",49.2577886,4.031926
"Juist, Germany",53.6784483,6.9956079
"Hamilton AFB, California",38.0501283,-122.5136335
"Near Adler, Russia",43.4253834,39.9237036
"Blida, Algeria",36.4705658,2.8274937
"Elizabeth, New Jersey",40.6639916,-74.2107006
"Near Gander, Newfoundland",48.9592291,-54.6187879
Khankala,43.2908848,45.7776202
Tidjikja,18.5545158,-11.4325834
Gulf of Sirte,31.2928312,18.0454108
"Dulac, LA",29.4066079,-90.7005025
Windsor,42.2858536,-82.9780695
Comodoro Rivadavia,-45.8632024,-67.4752615
"Near Singida, Tanzania",-5.2902148,34.6367444
"Avenal, California",36.0041223,-120.1290272
"Redesdale, Australia",-37.020796,144.5315217
"Near Port Moresby, Papua New Guinea",-9.4743301,147.1599504
Labuan,5.3168336,115.2198613
Lake Nerka,59.5299922,-159.000529
"Off Palermo, Italy",38.1112268,13.3524434
"Off Los Roques, Venezuela",11.8382889,-66.6391165
Sichang,13.152512,100.8093543
Nha Trang,12.2431693,109.1898675
Rabat,34.0218454,-6.8408929
Los Mochis,25.7928058,-108.990188
"Sao Pedro da Aldeia, Brazil",-22.8384835,-42.1031604
"Liverpool, England",53.4071991,-2.99168
Beograd,44.8178131,20.4568974
Timisoara,45.7538355,21.2257474
"Kamchatka Peninsula, Russia",55.8680319,158.8025312
Albacete,38.9950921,-1.8559154
"Near Moron, Mongolia",49.6284811,100.1745571
"Near Marshall, Texas",32.5447756,-94.3661004
"Rostov-on-Don, Russia",47.2610441,39.7249086
"Mongu, Zambia",-15.2668751,23.1365365
"Near Maxton, North Carolina",34.7351615,-79.3489317
"Umiat, Alaska",69.3669444,-152.1441667
"Near Agudos, Brazil",-22.4719836,-48.9884476
"Boise, ID",43.6166163,-116.200886
"Off Folkestone, Kent, England",51.0791335,1.1794073
"Logan Airport,  Boston, Massachusetts",42.3631766,-71.0136401
"Larache, Morocco",35.1952327,-6.152913
"Skaugum, Norway",59.8545801,10.4450346
Klyuchi,57.3988439,27.990648
"Indian springs, NV",36.5698965,-115.7032941
Maimana,36.5268933,65.0327823
"Madrid-Barajas, Spain",40.4952269,-3.5733733
Ushuaia,-54.807306,-68.3084133
"Near Marrakech, Morocco",31.6258257,-7.9891608
"Bunia, Belgian Congo",1.5620529,30.2478844
Campbeltown,55.4241858,-5.6051005
"Calicut, India",11.2450558,75.7754716
Reykjavík,64.145981,-21.9422367
"Santiago, Dominican Republic",19.336389,-70.9521277
Fairbanks,64.837845,-147.716675
"Columbia, South Carolina",34.000754,-81.0352313
Bandar Lampung - Jakarta,-5.4050574,105.2794424
"Barneville, France",49.3891667,0.1886111
"Tampico, Mexico",22.2701096,-97.8948674
"L'Hospitalet, Ariège",43.2297425,1.7138034
"Cotabato City, Philippines",7.2237628,124.2467062
"Butte, Montana",46.0131505,-112.536508
Sola,46.865519,16.3635907
"Near Alpena, Michigan",45.0176181,-83.6670019
Gulf of Tonkin,19.5000383,107.364437
"Near Flores, Guatemala",16.9298524,-89.8914817
Camaguey,21.3791765,-77.9183681
"Paipa, Colombia",5.7812701,-73.1176532
"Near New Delhi, India",28.6430858,77.2192671
Kelawit,0.7410201,109.2326617
Cayo Coco,22.4718562,-78.4486874
"Loveland, Colorado",40.3977612,-105.07498
Antilla - Miami,25.7606016,-80.2570087
Tachikawa AB,35.7139057,139.4077701
"San Blas, Panama",9.1875975,-77.8713723
El Palomar AB,38.5018334,-1.7057333
"Cape Canaveral, Florida",28.4513556,-80.5283059
"Near Ceyhan, Turkey",37.0288825,35.8124428
Dorango,19.0850545,-98.2277064
Magdan,53.609154,105.307922
Kish Island,26.5350665,53.9719803
"Kauai, Hawaii",22.0503838,-159.5588624
"Puesto Araujo, Colombia",6.5206641,-74.1007112
"Castaic, California",34.4826899,-118.6307097
"Billericay, England",51.6284395,0.4218142
Khabarovsk,51.6312684,136.121524
"Perth, Ontario, Canada",43.4935991,-81.0164111
Tingo Maria,-9.2983713,-76.0003034
"Tatarstan, Russia",55.448217,50.4763591
Seven Islands,44.7094957,-71.1723012
"Near Aldbury, England",51.8022069,-0.6015429
"Near Wurzburg , Germany",49.7933723,9.9309779
"Near Ilheus, Brazil",-14.792599,-39.0453843
"Near Ruteng, Indonesia",-8.6110678,120.4645903
"Off Contadora, Panama",8.6268728,-79.0369891
Nalchik,43.4769604,43.5966578
"Off Parepare, Indonesia",-4.0202504,119.6611703
"Near Warsaw, Poland",52.2337172,21.0714322
"Off Mbour, Senegal",14.3858774,-16.8297976
"Near Trondheim, Norway",63.4304475,10.3952118
"Houston, Texas",29.7589382,-95.3676974
Paranaque,14.5008116,120.9915327
Cabimas,10.395075,-71.4414049
"Near Dudinka, Russia",69.406067,86.175072
"Near Huntington, West Virginia",38.4192496,-82.445154
Nellis,36.2400348,-115.0210494
Tarija,-21.583333,-63.833333
"Miami, Florida",25.7741728,-80.19362
Tomsk,58.6124279,82.0475315
"Saarbrucken, Germany",49.234362,6.996379
Ankara,39.9207759,32.8540497
Jaguarão,-32.5662724,-53.3765705
Jacobabad,28.2813094,68.4364361
"Hickory, NC",35.7333312,-81.3442915
Stavanger,58.9699675,5.7318101
Sihanoukville,10.6220485,103.5223365
Vanavara,60.345203,102.28093
"Near Asuncion, Paraguay",-25.2800459,-57.6343814
"Issaquah, Washington",47.5348778,-122.043297
"Delhi, India",28.6273928,77.1716954
Nabire,-3.360285,135.5023653
"Ibicaré, Brazil",-27.088141,-51.368101
"Castalia, Ohio",41.4000523,-82.8085204
Persian Gulf,27.2381259,51.1972311
Bamaga,-10.8895119,142.3891237
"Rangoon, Myanmar",16.7967129,96.1609916
"Tokyo, Japan",35.6768601,139.7638947
Ching Chuan Kang,46.832831,126.477679
Hankou,30.6216514,114.2494144
Dallas - Los Angeles,-37.4839748,-72.3318591
"Near Lusaka, Zambia",-15.4163395,28.2818414
"Near Abilene, Texas",32.44645,-99.7475905
Manokwari,-0.8614456,134.0767324
"Cherry Point, NC",38.8301155,-76.5324582
Tezpur,26.616957,92.7650072
Bangkok,13.7524938,100.4935089
"Near Cuenca, Ecuador",-2.8974072,-79.0041726
Nagpur,21.1498134,79.0820556
"Tenerife,  Canary Islands",28.2935785,-16.6214471
Payam,-5.464017,143.1511041
Kodiac,45.9354183,-74.1509203
"Off Beef Island, British Virgin Islands",18.4394817,-64.5233511
Toluca,19.292545,-99.6569007
"Odessa, TX",31.8457149,-102.367687
Strasbourg - Paris,48.8658525,2.3226987
Ponta Delgada,37.7393398,-25.6689503
"Chico, CA",39.7284945,-121.8374777
"Corfu Island, Greece",39.591337,19.8596189
"Temixco, Morelos, Mexico",18.8476735,-99.2455945
Chuuk,7.4393793,151.8515538
"Near Altamira, Brazil",-3.204065,-52.209961
"Long Valley, New Jersey",40.7816813,-74.7592328
"Elm, Germany",52.1615728,10.8948364
"Pokhara, Nepal",28.209538,83.991402
Aden,12.789585,45.028504
Aegean Sea,38.0622276,25.7205887
"Near Ankara, Turkey",39.9207759,32.8540497
"Bassein, Burma",16.783333,94.733333
"Heller Field, New Jersey",40.9354609,-74.6611513
"Kunming, Yunnan",25.0363006,102.7086139
"Chablekal, Mexico",21.096039,-89.5769808
"Trinity Bay, Newfoundland",48.0493796,-53.4058945
"W. Yellowstone, MT",44.6632056,-111.1012064
"Cairo, Egypt",30.0443879,31.2357257
South Vietnam,52.5398428,13.4117863
"Holyoke, Massachusetts",42.2071184,-72.6075851
Saurimo,-9.6589303,20.3981118
Palestine,31.7621153,-95.6307891
Sandpit,53.772928,-6.3076258
"Near Merida, Venezuela",8.5816963,-71.1658075
"Bombay, India",19.054999,72.8692035
Rawalpindi,33.5914237,73.0535122
"Mt. Holston, Tennessee",36.463392,-82.196953
Guntersville,34.3581474,-86.2947041
"Near Malakal, Sudan",9.5200246,31.6597225
"Near Bagram, Afghanstan",34.9333734,69.2341077
Athens - Paris,37.9923742,23.7271139
Ahmadabad,23.0215374,72.5800568
Ivanovo,56.9956855,40.9812104
"Near Kansas, Missouri",39.100105,-94.5781416
Lockhart River,-13.0453165,143.3049774
Juba,4.8459246,31.5959173
"Cruzeiro do Sul, Brazil",-29.5139742,-51.9917068
Svay Rieng,11.1950081,105.7967967
Montreal,45.5031824,-73.5698065
Cherboug,-26.3145165,151.9365801
"Santa Ana, California",33.7494951,-117.873221
"Near Castrovillari, Calabria, Italy",39.8119315,16.2026124
"Ellicott City, Maryland",39.2757359,-76.8317417
"Near Montelimar, France",44.5579391,4.750318
Agadir,30.4205162,-9.5838532
"Grombalia, Tunisia",36.5984231,10.4990402
"Near Al Taji, Iraq",33.5274048,44.2206506
"Near Beauvais, France",49.4300997,2.0823355
"Yakutat, Alaska",59.5727345,-139.5783124
Koh Samui,9.5013944,99.9956193
Viru,57.7365127,26.7432746
Rio de Janerio,36.7902826,-75.9781757
Malakal,9.5388487,31.6584168
"Croydon, England",51.3713049,-0.101957
Venezuela,8.0018709,-66.1109318
"Near Yakutsk, Russia",62.0274078,129.7319787
"Little Rock, AR",34.7465071,-92.2896267
Dallas/Ft. Worth,32.8965194,-97.0465221
Legazpi,13.1388505,123.7345746
"Near Di Linh, South Vietnam",20.9942272,105.7736101
"Arkansas Pass, Texas",27.6455368,-98.0841975
Keflavik,63.9997694,-22.5565373
"Winston/Salem, NC",36.0998131,-80.2440518
New Madrid,36.5749606,-89.6780945
Nantes,47.2186371,-1.5541362
Valledupar,10.3431115,-73.3757934
Mogadiscio,2.0349312,45.3419183
"Near Tegucigalpa, Honduras",14.1057433,-87.2040052
"Near Peten, Guatemala",16.8317906,-90.0450637
"Selsdon Park, England",51.3352577,-0.0640895
"Habsheim, France",47.7286566,7.4164754
Singapore,1.357107,103.8194992
Palmerston North,-40.356317,175.6112388
N'Djamena,12.1191543,15.0502758
"Alsworth, Alaska",60.2029778,-154.3191843
Vitim,56.6015917,115.4158334
Gizel,43.043533,44.567806
"Caranavi ,Bolivia",-15.6946194,-67.3920699
"Off Spezia, Italy",45.0381379,7.6694758
"Pelotas, Brazil",-31.7699736,-52.3410161
"Off Campbeltown, United Kingdom",55.4241858,-5.6051005
"Near Libacao, Philippines",11.480692,122.3024183
"Pickle Lake, Ontario, Canada",51.4648142,-90.1925284
Off Western Africa,6.9137267,79.8743616
"Off Rhodes, Greece",36.1725297,27.9194016
"Near Nairobi, Kenya",-1.2832533,36.8172449
Tippi,62.130698,-7.402187
Stockholm,59.3251172,18.0710935
"Elands Bay, South Africa",-32.3177902,18.3176636
"Poza Rica, Mexico",20.5320852,-97.4536355
"Mt. Nittany, Ohio",40.6799498,-80.8880137
Estrecho,40.4545136,-3.7027568
"Jalaludin, Indonesia",-3.7109609,102.525086
"Romulus, Michigan",42.2222614,-83.3965995
"Salchau, Germany",52.4440003,11.5757013
"Shungnak, Alaska",66.8880556,-157.1363889
"Nashville, Tennessee",36.1622767,-86.7742984
"Near Ketchikan, Alaska",55.3430696,-131.6466819
"Near Eagle Lake, Texas",29.5895382,-96.331239
Aswan,24.091071,32.897306
"Near Keratea, Greece",37.8083817,23.9776656
"Santoshpur, India",22.5240566,88.2710655
"Tainan, Taiwan",22.9912348,120.184982
"Bonn, Germany",50.7352621,7.1024635
Palm Springs,33.8246269,-116.540303
"Srinagar, India",34.0747444,74.8204443
"Lviv, Ukraine",49.841952,24.0315921
"Ust-Kut, Russia",56.7810026,105.7460255
"Campbell River, Canada",50.023071,-125.244153
Chiang Mai,18.7882778,98.9858802
Panama,8.559559,-81.1308434
Queentown,35.505471,-82.835693
"Colombo, Sri Lanka",6.9388614,79.8542005
"Near Hue, South Vietnam",16.4364534,107.5550217
Houma LA,29.5957696,-90.7195348
"Off Margarita Island, Venezuela",11.0205596,-63.9073984
Seoul,37.5666791,126.9782914
"Brussels, Belgium",50.8465573,4.351697
Berbérati,4.2593379,15.7877826
Maxton,34.7351615,-79.3489317
Panama City,30.1586518,-85.6602936
"Venice, Italy",45.4371908,12.3345898
"Belgrad, Yugoslavia",44.7880163,20.4522489
"Cagliari, Terranova",39.2605934,9.1366789
Lima,-12.0621065,-77.0365256
"Jamaica, NY",40.7017931,-73.807868
"Near Long Tieng, Laos",19.1118998,102.9181991
"Near Beni, Bolivia",-14.0,-65.0
"Bannang Sata, Thailand",6.2608662,101.2530046
"Loma Linda, Colombia",9.8330548,-73.7885558
"Dothan, Alabama",31.2237285,-85.3934375
Sokoto,13.0611195,5.3152203
"Roxas, Philippines",11.5895171,122.7500577
Brownwood,31.7070026,-98.9831022
Merryfield,51.069327,-1.0573476
"Somerset, KY",37.0920222,-84.6041084
"Near Flat Rock, Michigan",42.0964314,-83.2918744
"Munson, Florida",30.8576858,-86.8730163
"Baguio, Philippines",16.4119905,120.5933719
"Near Chuguev, Ukraine",49.836626,36.6899391
Cape Chelyuskin,77.7231033,104.2564812
"Simra, Nepal",27.1604122,84.9765794
Kamchatka,57.1914882,160.0383819
"Near Berlin, Germany",52.510885,13.3989367
Tortola Virgin Islands,18.4210568,-64.6388325
Chihuahua,28.5000001,-106.0000001
Trinity,31.0834452,-95.1219348
"Near Palembang, Indonesia",-2.9888243,104.7568507
"Bagot, Manitoba, Canada",49.968373,-98.6290814
"Near Valladolid, Ecuador",-4.5512692,-79.1323008
"Off Broken Head, Australia",-28.715,153.5844444
"Bua, Fiji",-16.6257985,178.477433
Hamburg - Copenhagen,53.5500921,9.9955691
Ilha Grande Rio de Janeiro,-23.1555405,-44.2344809
"Near Lothian, Maryland",38.8297276,-76.6159457
"Off Lanyu Island, Taiwan",22.0438499,121.5422433
"Lajes, Azores",38.7669312,-27.1031772
"Near Delhi, India",28.6273928,77.1716954
Medellin - Bogota,4.5998272,-74.0779615
Bellavista,-7.6842476,-76.3153378
"Baltimore, Maryland",39.2908816,-76.610759
"Off Port Vila, Vanuatu",-17.7414972,168.3150163
"Rhodes, Greece",36.1725297,27.9194016
Djibouti,11.8145966,42.8453061
"Estevan, Saskatchewan, Canada",49.1428076,-102.991075
"Jamaica Bay, New York, New York",40.6039936,-73.8354124
"Tsingtao, China",36.0663249,120.3777659
Eugene,44.0505054,-123.0950506
Chimbu,-6.25,144.833333
"Somerton, Australia",-30.9392349,150.6406221
"Near Tehran, Iran",35.6892523,51.3896004
"Sept-Îles, Quebec, Canada",50.2109579,-66.3790642
Samara,53.1956255,50.1014927
"Pepa ,Congo",-7.0770001,29.724444
Rome - Nice,41.9759091,12.4954445
Williams AFB,33.312822,-111.679436
Anchorage,61.2163129,-149.894852
Eirunepe,-6.6567654,-69.866161
Kazan - Sverdlovsk,56.8744579,58.2785583
"Near Grossevichi, Russia",47.985031,139.533112
Luena,43.1117584,-3.9070384
"Carepa, Colombia",7.7984516,-76.7460389
Merauke,-7.7925193,140.0183252
"Lima, Peru",-12.0621065,-77.0365256
"Off Kangnung, South Korea",37.7761407,128.9011881
Off Irish coast,54.2170963,-9.2159055
Santa Cruz de Barahona,18.2101889,-71.1012325
"Palma Soriano, Cuba",20.2126686,-75.9973941
"Silchar, India",24.830302,92.7875689
Madras,44.6334544,-121.129487
Taichung,24.163162,120.6478282
"Near Yangshuo, Guangxi, China",24.8630286,110.4871831
Ottawa,45.4208777,-75.6901106
"San Jose, Costa Rica",9.9325427,-84.0795782
"Merebank, South Africa",-29.9530556,30.9647222
Las Palmas / Tenerife - Las Palmas,28.7272216,-17.748608
Reykjavik,64.145981,-21.9422367
Libreville - Dakar,0.372209,9.4702568
"Near Pearl Harbor, Hawaii",21.3557747,-157.9991492
"Angelholm, Sweden",56.2429224,12.8619375
"Elmendorf Air Force Base, Alaska",61.2532817,-149.8081736
"Near Buenos Aires, Argentina",-34.6083696,-58.4440583
"Aqua Caliente, Mexico",24.2307567,-103.5903669
"Near Munster, Indiana",41.5644798,-87.5125412
"Near Bratsk, Russia",56.1517085,101.6334907
Big Delta,64.157679,-145.7685044
"Santiago de Cuba, Cuba",20.0214263,-75.8294928
Montevideo,-34.9058916,-56.1913095
"Igiugig, Alaska",59.3176195,-155.8708646
"Near Covenas, Colombia",9.4017581,-75.6787017
Cordoba,37.8845813,-4.7760138
"Canton, Ohio",40.7985464,-81.3749508
Maracaibo,10.6498095,-71.6443596
"Near Ardmore, Oklahoma",34.1729273,-97.1309119
Roanoke,37.270973,-79.9414313
Guayaramerin,-10.818915,-65.3550455
Debra Marcos,33.136522,-117.2045895
"Philadelphia, Pennsylvania",39.9527237,-75.1635262
Dearborn,42.3222599,-83.1763145
Noumea,-22.2745264,166.442419
"Near Skalafell, Iceland",63.8132991,-22.683885
Luanda,-8.8272699,13.2439512
Brazzaville,-4.2694407,15.2712256
Senador Jose Porfírio,-2.5935424,-51.948209
Jos,9.9175125,8.8979401
"Near Oxford, England",51.7520131,-1.2578499
"Clarence Center, New York",43.0080332,-78.6322021
Lumberton,34.6183305,-79.008205
"Hibbing, Minnesota",47.427155,-92.937689
"Vieques, PR",18.1215622,-65.457464
North Atlantic Ocean,40.0,-40.0
"Caguas, Puerto Rico",18.2129421,-66.0558844
"Near Barrow, Alaska",71.3865172,-156.4741383
"Honolulu, HI",21.304547,-157.855676
San Borja,-12.107075,-76.9988421
Monterey,36.2231079,-121.387742
Chita,52.033409,113.500893
Prudhoe Bay,70.326677,-148.9432527
Toli Toli,0.9702508,120.880323
"Bristolville, Ohio",41.3874649,-80.8692679
Little Rock,34.7465071,-92.2896267
"Bakou, Azerbaijan
	
Bakou, Azerbaijan",40.3698533,49.8346715
"Glenview, Illinois",42.0700662,-87.8114044
"Near Atar, Mauritania",20.5181943,-13.0543928
"Near Leadville, Colorado",39.2508229,-106.2925238
"Wilmington, Ohio",39.4453393,-83.8285375
"Near Valdez, Alaska",61.1299396,-146.349363
"Near Cebu, Philippines",10.47,123.83
"Lago Agrio, Ecuador",0.1266266,-76.7575913
"Caoba, Guatemala",17.0248606,-89.6752295
"Perris Valley, California",33.7643852,-117.2163342
Lobito,-12.3506867,13.5464318
"Near Luanda, Angola",-8.8272699,13.2439512
"Aden, Yemen",12.789585,45.028504
"Newcastle, England",54.9738474,-1.6131572
"Waalhaven, Netherlands",51.8918576,4.4408646
"Lobito, Angola",-12.3506867,13.5464318
King Island,-39.8686056,143.9785801
"Gunung Antara, Indonesia",4.5918,96.5789
"Taipei, Taiwan",25.0375198,121.5636796
Durbin,38.5456711,-79.8250591
"Near Burgio, Italy",37.599442,13.29015
"Off Stromboli, Italy",38.7917963,15.2111752
"Guadalupe, Mexico",25.6751114,-100.2151753
"Pointe-à-Pitre, Guadeloupe",16.2408636,-61.5334077
"Sukhumi, Georgia",43.0033629,41.0192741
"Mendosa, Argentina",-34.787093,-68.4381868
"Girona, Spain",41.9793006,2.8199439
Ramstein AB,49.441426,7.6012401
"Near Pervouralsk, Russia",56.9051246,59.9431941
"Al Mayadin, Syria",35.0190567,40.4509227
Barksdale,46.623198,-91.1147654
Jayapura,-2.5387539,140.7037389
"Bukavu, Democratic Republic Congo",-2.4982396,28.8549055
"Near Nizhnevartovsk, Russia",60.9339411,76.5814274
"Geneva, Switzerland",46.2017559,6.1466014
"Off Argyll, Scotland",56.4603494,-5.8618419
"Puerto Kino, Mexico",19.3689858,-99.2337568
"Near Grants, New Mexico",35.14726,-107.851446
Siocon,7.7064072,122.1359108
Chicago - San Francisco,37.7095557,-122.4327817
"Zabol, Iran",31.0277779,61.4948211
"Koh Samui, Thailand",9.5013944,99.9956193
